member,activity,team,year,page,chunk_id
Gabriel Dominguez,Expression Guide,BioBricks,2016,Team:BioBricks#Attributions_-_-_TEXT.html,0
Giulio Barth,Functional Architecture,BioBricks,2016,Team:BioBricks#Attributions_-_-_TEXT.html,0
Scott Fukuoka,Compatibility,BioBricks,2016,Team:BioBricks#Attributions_-_-_TEXT.html,0
Alex Codik,Wet Lab,BioBricks,2016,Team:BioBricks#Attributions_-_-_TEXT.html,0
Drew Endy,original motivation for this project,BioBricks,2016,Team:BioBricks#Attributions_-_-_TEXT.html,0
Endy Lab,helping us to establish protocols and troubleshoot,BioBricks,2016,Team:BioBricks#Attributions_-_-_TEXT.html,0
BioBricks Foundation,funding this project,BioBricks,2016,Team:BioBricks#Attributions_-_-_TEXT.html,0
Giulio Barth,PhD candidate on Open Source with focus on Synthetic Biology,BioBricks,2016,Team:BioBricks#Team_-_-_TEXT.html,1
Alex Codik,majoring in biochemistry,BioBricks,2016,Team:BioBricks#Team_-_-_TEXT.html,1
Gabriel Dominguez,majoring in Electrical Engineering,BioBricks,2016,Team:BioBricks#Team_-_-_TEXT.html,1
Scott Fukuoka,undergrad degree in bioengineering,BioBricks,2016,Team:BioBricks#Team_-_-_TEXT.html,1
Conary Meyer,grad in Bioengineering,BioBricks,2016,Team:BioBricks#Team_-_-_TEXT.html,1
"Drew Endy, PhD",P.I.,BioBricks,2016,Team:BioBricks#Team_-_-_TEXT.html,1
"Linda Kahl, JD",P.I.,BioBricks,2016,Team:BioBricks#Team_-_-_TEXT.html,1
Sarah Fletcher,Head,CLSB-UK,2016,Team:CLSB-UK#People_-_-_TEXT.html,2
4 boys,Jamboree,CLSB-UK,2016,Team:CLSB-UK#People_-_-_TEXT.html,2
CLS iGEM team,entered competition,CLSB-UK,2016,Team:CLSB-UK#People_-_-_TEXT.html,2
CLS iGEM team,raised funds,CLSB-UK,2016,Team:CLSB-UK#People_-_-_TEXT.html,2
CLS iGEM team,completed lab work,CLSB-UK,2016,Team:CLSB-UK#People_-_-_TEXT.html,2
Imperial,lent a helping hand,CLSB-UK,2016,Team:CLSB-UK#People_-_-_TEXT.html,2
CLS iGEM team,boys only team,CLSB-UK,2016,Team:CLSB-UK#People_-_-_TEXT.html,2
CLS iGEM team,coherent unit,CLSB-UK,2016,Team:CLSB-UK#People_-_-_TEXT.html,2
CLS iGEM team,smaller number of people,CLSB-UK,2016,Team:CLSB-UK#People_-_-_TEXT.html,2
CLS iGEM team,looked beyond Biology,CLSB-UK,2016,Team:CLSB-UK#People_-_-_TEXT.html,2
CLS iGEM team,montage of skillsets,CLSB-UK,2016,Team:CLSB-UK#People_-_-_TEXT.html,2
Collaborations,Team,CLSB-UK,2016,Team:CLSB-UK#People_-_-_TEXT.html,2
Attributions,Team,CLSB-UK,2016,Team:CLSB-UK#People_-_-_TEXT.html,2
Sponsors,Team,CLSB-UK,2016,Team:CLSB-UK#People_-_-_TEXT.html,2
Sarah Fletcher,Head,CLSB-UK,2016,Team:CLSB-UK#Templates#People_-_-_TEXT.html,3
4 boys,entered Jamboree,CLSB-UK,2016,Team:CLSB-UK#Templates#People_-_-_TEXT.html,3
PI,entered Jamboree,CLSB-UK,2016,Team:CLSB-UK#Templates#People_-_-_TEXT.html,3
CLS,raised enough money,CLSB-UK,2016,Team:CLSB-UK#Templates#People_-_-_TEXT.html,3
Imperial,lending a helping hand,CLSB-UK,2016,Team:CLSB-UK#Templates#People_-_-_TEXT.html,3
