text,year,team,page
"[[""Tom Santangelo lab"", ""Thermococcus kodakarensis protocols""], [""Tom Santangelo lab"", ""supplies""], [""Tom Santangelo lab"", ""guidance""], [""Christie Peeble's Lab"", ""use of their lab""], [""Christie Peeble's Lab"", ""assistance with some protocols""], [""Jacob Sebesta"", ""assistance with the liquid liquid extraction protocol""], [""Jacob Sebesta"", ""running the Gas Chromatagraph for the team""], [""Claudia Gentry Weeks"", ""teaching a biological research methods seminar""], [""Tom Santangelo"", ""assistance with hotel booking""], [""SLICE Office"", ""assistance with booking flights""], [""Claudia Gentry-Weeks"", ""taught a two day lab methods seminar""]]",2017,CSU_Fort_Collins,Team:CSU Fort Collins#Attributions_-_-_TEXT.html
"[[""Madeline Cox"", ""joined the team""],
[""Madeline Cox"", ""attending the Giant Jamboree in Boston""],
[""Courtney Robertson"", ""heard about iGEM""],
[""Neil Rettedal"", ""joined the team""],
[""Neil Rettedal"", ""get experience with gene editing""],
[""Kayla Oliver"", ""decided to do iGEM""],
[""Carlos Juarez"", ""explorer the vast intricacies of natural world and forge its future conditions""]]",2017,CSU_Fort_Collins,Team:CSU Fort Collins#Team_-_-_TEXT.html
[],2017,CSU_Fort_Collins,Team:CSU Fort Collins#Contribution_-_-_TEXT.html
[],2017,Dalhousie,Team:Dalhousie#Contribution_-_-_TEXT.html
"[[""Mackenzie Thornbury"", ""President of Dalhousie iGEM""],
 [""Jacob Sicheri"", ""Wet Lab Team Lead""],
 [""Angela Tsai"", ""Human Practices Team Lead""],
 [""Molly Marcott"", ""Fundraising Team Lead""],
 [""Nicholas Boudreau"", ""Dry Lab Team Lead""],
 [""Serena Drouillard"", ""Web Design Team Lead""],
 [""Abdullah Al-Khaledi"", ""Communications Team Lead""],
 [""Caroline Guinard"", ""Wet Lab""],
 [""Mariam Elaghil"", ""Wet Lab""],
 [""Francis Rutledge"", ""Wet Lab""],
 [""Francis Rutledge"", ""Human Practices""],
 [""Bess Pearson"", ""Wet Lab""]]",2017,Dalhousie,Team:Dalhousie#Team2_-_-_TEXT.html
"[[""Mackenzie Thornbury"", ""President""],
[""Jacob Sicheri"", ""Wet Lab Team Lead""],
[""Angela Tsai"", ""Human Practices Team Lead""],
[""Molly Marcott"", ""Fundraising Team Lead""],
[""Nicholas Boudreau"", ""Dry Lab Team Lead""],
[""Serena Drouillard"", ""Web Design Team Lead""],
[""Abdullah Al-Khaledi"", ""Communications Team Lead""],
[""Caroline Guinard"", ""Wet Lab""],
[""Mariam Elaghil"", ""Wet Lab""],
[""Matthew Curry"", ""Interlab Team Lead""],
[""Francis Rutledge"", ""Wet Lab""],
[""Francis Rutledge"", ""Human Practices""],
[""Bess Pearson"", ""Wet Lab""],
[""Jacob Nearing"", ""Dry Lab Mentor""],
[""Jamie Cook"", ""Wet Lab Mentor""],
[""Patrick Slaine"", ""Wet Lab Mentor""],
[""Patrick Slaine"", ""Cloning Mentor""],
[""Emma Finlayson-Trick"", ""Wet Lab Mentor""],
[""Emma Finlayson-Trick"", ""Human Practices Mentor""],
[""Landon Getz"", ""Dry Lab Mentor""],
[""Landon Getz"", ""Web Design Mentor""],
[""Dr. Craig McCormick"", ""Primary PI""],
[""Dr. John Rohde"", ""Secondary PI""],
[""Dr. Lois Murray"", ""Faculty Advisor""]]",2017,Dalhousie,Team:Dalhousie#Team_-_-_TEXT.html
"[[""Mackenzie Thornbury"", ""worked on metagenomic library""], [""Bess Pearson"", ""helped Mackenzie Thornbury on metagenomic library""], [""Matt Curry"", ""worked on metagenomic library""], [""Landon Getz"", ""worked on metagenomic library""], [""Nicholas Boudreau"", ""worked on metagenomic library""], [""Jacob Sicheri"", ""worked on cloning and assay development""], [""Mariam El-Aghil"", ""worked on cloning and assay development""], [""Caroline Guinard"", ""worked on cloning and assay development""], [""David Mahoney"", ""worked on cloning and assay development""], [""Matt Curry"", ""worked on cloning and assay development""], [""Nicholas Boudreau"", ""worked on cloning and assay development""], [""Mackenzie Thornbury"", ""worked on cloning and assay development""], [""Nicholas Boudreau"", ""worked on carrying out the pipeline""], [""Jacob Sicheri"", ""worked on carrying out the pipeline""], [""Matt Curry"", ""worked on carrying out the pipeline""], [""Angela Tsai"", ""worked on Human Practices""], [""Nicholas Boudreau"", ""worked on Human Practices""], [""Francis Routeledge"", ""worked on Human Practices""], [""Mackenzie Thornbury"", ""worked on Human Practices""], [""Matt Curry"", ""provided peripheral help on uploading content to the wiki""], [""Jacob Sicheri"", ""provided peripheral help on uploading content to the wiki""], [""Mackenzie Thornbury"", ""provided peripheral help on uploading content to the wiki""], [""Emma Finlayson-Trick"", ""provided peripheral help on uploading content to the wiki""]]",2017,Dalhousie,Team:Dalhousie#Attributions_-_-_TEXT.html
[],2017,DEIAGRA,Team:DEIAGRA#Team_-_-_TEXT.html
"[[""DR. RAJIV RANJAN"", ""providing ideas and concepts for project working""],
 [""DR. RAJIV RANJAN"", ""mediating with school authorities in outreach initiatives""],
 [""DR. RAJIV RANJAN"", ""managing team to gather funds""],
 [""MS. DIPINTE GUPTA"", ""assisting in lab activities""],
 [""MS. DIPINTE GUPTA"", ""designing experiments for project""],
 [""MS. DIPINTE GUPTA"", ""conducting project surveys""],
 [""MS. DIPINTE GUPTA"", ""conducting outreach initiatives""],
 [""MRS. MRINALINI PRASAD"", ""managing team work in accordance with iGEM deadlines""],
 [""MRS. MRINALINI PRASAD"", ""keeping track of team and time""],
 [""MRS. MRINALINI PRASAD"", ""assisting with wiki page""],
 [""MRS. MRINALINI PRASAD"", ""assisting with team’s public relation""],
 [""SIMRAN SINGH"", ""lab experiments""],
 [""SIMRAN SINGH"", ""conducting interactive talk sessions""],
 [""SIMRAN SINGH"", ""logo designing""],
 [""SIMRAN SINGH"", ""event organizing at college level""],
 [""SIMRAN SINGH"", ""industrial visits""],
 [""SIMRAN SINGH"", ""managing team’s social networking sites""],
 [""GAURI SHARMA"", ""lab work and experiments""],
 [""GAURI SHARMA"", ""conducting interactive talk sessions""],
 [""GAURI SHARMA"", ""content writing for wiki page""],
 [""GAURI SHARMA"", ""industrial visits""],
 [""GAURI SHARMA"", ""attending regional meet up""],
 [""GAURI SHARMA"", ""literature survey for the project""],
 [""GAURI SHARMA"", ""IGEM Interlab Study-2017 Experiments""],
 [""NAZIYA PARVEEN"", ""logo designing""],
 [""NAZIYA PARVEEN"", ""conducting interactive session at local schools""],
 [""NAZIYA PARVEEN"", ""industrial visit""],
 [""NAZIYA PARVEEN"", ""participation in village awareness campaigns""],
 [""NAZIYA PARVEEN"", ""preparation of games for college event""],
 [""RICHA"", ""wiki page theme""],
 [""RICHA"", ""creating surveys, google forms, questionnaires""],
 [""RICHA"", ""industrial visit""],
 [""RICHA"", ""talk session at various local schools""],
 [""KUSUM DIXIT"", ""experiment designing""],
 [""KUSUM DIXIT"", ""lab work and cloning experiments""],
 [""KUSUM DIXIT"", ""bioinformatics study""],
 [""KUSUM DIXIT"", ""literature survey for the project""],
 [""KUSUM DIXIT"", ""T shirt designing""],
 [""KUSUM DIXIT"", ""preparation of games for college event""],
 [""PRAGATI YADAV"", ""cloning experiments""],
 [""PRAGATI YADAV"", ""protein profiling""],
 [""PRAGATI YADAV"", ""literature survey for the project""],
 [""PRAGATI YADAV"", ""statistical analysis on water issues in India""],
 [""PRAGATI YADAV"", ""product formation and standardization""],
 [""PRAGATI YADAV"", ""data analysis for IGEM Interlab Study-2017""],
 [""SHIVI KULSHRESTHA"", ""wiki theme""],
 [""SHIVI KULSHRESTHA"", ""wiki page designing""],
 [""VARSHA VARSHNEY"", ""wiki theme""],
 [""VARSHA VARSHNEY"", ""wiki page designing""],
 [""CHANDAN MAURYA"", ""covering project progress by capturing group pictures""]]",2017,DEIAGRA,Team:DEIAGRA#Attributions_-_-_TEXT.html
[],2017,DEIAGRA,Team:DEIAGRA#Contribution_-_-_TEXT.html
