team,year,page,chunk
Minnesota,2008,Team:Minnesota#TeamTimeBomb_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:Minnesota/TeamTimeBomb
From 2008.igem.org
Home
Team Time Bomb Homepage
Team Page
Project Page
Parts Submitted to the Registry
Team Notebook
Team Time Bomb
Advisors:
Claudia Schmidt-Dannert
Ethan Johnson
Jake Vick
Fernando Lopez Gallego
Undergraduates:
Bryce Koenig
Karl Petersen
Retrieved from "" http://2008.igem.org/Team:Minnesota/TeamTimeBomb ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
Minnesota,2008,Team:Minnesota#TeamComparator_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:Minnesota/TeamComparator
From 2008.igem.org
Minnesota Home
Team Comparator Home
The Team
The Project
Parts Submitted to the Registry
Modeling
Notebook
Who we are: Team Comparator
Advisors:
Yiannis Kaznessis:     Head honcho
Katherine Volzing:      Our babysitter
John Barrett:       Lindy Snob
Jon Tomshine:     Our model expert
Vassilis Sotiropoulos:     Our Greek model expert
Tony Hill:     Our post-doc model expert
Undergrads:
Sarah Hendrickson:   Let's do it to it!
Ellen Martin:    Do you want to be UNCOMFORTABLY ENERGETIC!?!
Ben Swiniarski:  Likes long walks on the beach, getting caught in the rain
Jeremy Riesberg:    Prefers sunshine
Kristen Lindblad:   Actually knows biology
Emma Weeding:    Thermodynamic Mastermind
Cheerleader:
Arnold Schwarzenegger
Team Pictures
Yiannis Kaznessis
Kat Volzing
Ellen Martin
Jeremy Riesberg
Ben Swiniarski
Sarah Hendrickson
Kristen Lindblad
Emma Weeding
Tony Hill
Vassilis Sotiropoulos
Jon Tomshine
John Barrett
Arnold
Yiannis Kaznessis
Kat Volzing
Ellen Martin
Jeremy Riesberg
Ben Swiniarski
Sarah Hendrickson
Kristen Lindblad
Emma Weeding
Tony Hill
Vassilis Sotiropoulos
Jon Tomshine
John Barrett
What we did
(Provide proper attribution for all work)
Where we're from
Ben Swiniarski: Papillion, Nebraska
Sarah Hendrickson: Lafayette, Colorado
Kristen Lindblad: Cottage Grove, Minnesota
Ellen Martin: Milford, Michigan
Jeremy Riesberg: Papillion, Nebraska
Emma Weeding: Richfield, Minnesota
Retrieved from "" http://2008.igem.org/Team:Minnesota/TeamComparator ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
Minnesota,2008,Team:Minnesota#Team_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:Minnesota/Team
From 2008.igem.org
The Minnesota iGEM '08 team consists  of groups working on two different projects. One team is located primarily in Minneapolis and is designing a comparator for their project. The other team is based in St. Paul and is working on a time bomb.
Team Comparator
Control systems are an integral component of almost all aspects of life. Whether it is in industrial, biological, or chemical applications, controllers provide a way to keep systems functioning properly. A vital part of any control system is the comparator. This component compares a set point value and a measured value, and determines which is larger. It then sends the appropriate signal to the controller, which reacts to bring the system back to the set point. In typical applications, the controller equipment is electronic. However, our team set out to create a comparator using only genetic components. This comparator could potentially be used as part of a new, solely biological control system that could be used to treat many diseases afflicting humans, for example diabetes. This comparator could compare the blood sugar of a patient to what it should be, and send this result to a control system that could compensate, for example by changing the levels of insulin.
In order to undertake this task, a system involving six genes was designed. For our system, the two inputs (one representing the set point and one representing the measured value) are IPTG and ATC. These inputs will activate the transcription of the LacI and TetR proteins, and set in motion the rest of the system to produce the outputs. Depending on the amounts of the two inducer molecules added to the system, either green fluorescent protein (GFP) or red fluorescent protein(RFP) will be produced. The actual design of the system can be seen below. In order to complete this project, a total of six genes will have to be cloned into plasmids, and two new BioBrick parts will be produced. One will be a TetR and p22-MNT dual-repressed promoter, and the other will be a LacI and lambdaphage cI dual-repressed promoter. We will also build mathematical models and conduct computer simulations that will help with the designs. This project will pave the way for other parts of a true genetic PID controller to be produced, which could be an exciting scientific development in the near future.
Team Comparator
Home
The Team
The Project
Parts Submitted to the Registry
Modeling
Notebook
Contents
1 Who we are: Team Comparator
2 Who we are: Team Time Bomb
3 What we did
4 Where we're from
Who we are: Team Comparator
Advisors:
Yiannis Kaznessis:     Head honcho
Katherine Volzing:      Our babysitter
John Barrett:       Lindy Snob
Jon Tomshine:     Our model expert
Vassilis Sotiropoulos:     Our Greek model expert
Tony Hill:     Our post-doc model expert
Undergrads:
Sarah Hendrickson:   Let's do it to it!
Ellen Martin:    Do you want to be UNCOMFORTABLY ENERGETIC!?!
Ben Swiniarski:  Likes long walks on the beach, getting caught in the rain
Jeremy Riesberg:    Prefers sunshine
Kristen Lindblad:   Actually knows biology
Emma Weeding:    Thermodynamic Mastermind
Team Pictures
YiannisMN.jpg
Yiannis Kaznessis
Kat Volzing
Ellen Martin
Jeremy Riesberg
Ben Swiniarski
Sarah Hendrickson
Kristen Lindblad
Tony Hill
Vassilis Sotiropoulos
Jon Tomshine
Yiannis Kaznessis
Kat Volzing
Ellen Martin
Jeremy Riesberg
Ben Swiniarski
Sarah Hendrickson
Kristen Lindblad
Tony Hill
Vassilis Sotiropoulos
Jon Tomshine
Who we are: Team Time Bomb
What we did
(Provide proper attribution for all work)
Where we're from
Ben Swiniarski: Papillion, Nebraska
Sarah Hendrickson: Lafayette, Colorado
Kristen Lindblad: Cottage Grove, Minnesota
Ellen Martin: Milford, Michigan
Jeremy Riesberg: Papillion, Nebraska
Retrieved from "" http://2008.igem.org/Team:Minnesota/Team ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
LCG-UNAM-Mexico,2008,Team:LCG-UNAM-Mexico#Team_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:LCG-UNAM-Mexico/Team
From 2008.igem.org
LCG-UNAM-Mexico:About us
LCG-UNAM-Mexico
iGEM 2008 TEAM
  
 
 
Home
Our project
Modeling
Wet Lab
Parts Submitted to the Registry
Notebook
Our story
About us
 
 
 
 
 
 
Our Team
 
Who we are
 
 
 
Dr. Osbaldo Resendis A.
Modelling Advisor
 
Dr. Miguel Angel Ramirez
Wet Lab Advisor
 
Mariana Gomez Schiavon
Undergraduate student
Head of the ModellingTeam
 
Libertad Pantoja
Undergraduate student
Head of the Wet LabTeam
 
 
 
 
B. Mariana Reyes Prieto
Undergraduate student
Part of the Wet LabTeam
 
Luis Arriola Martinez
Undergraduate student
Part of the Wet LabTeam
 
Daniela Robles
Undergraduate student
Part of the ModellingTeam
 
Sur Herrera
Undergraduate student
Part of the ModellingTeam
 
 
 
 
Carlos Vargas
Undergraduate student
Part of the ModellingTeam
 
Jimena Monzon Sandoval
Undergraduate student
Part of the Wet LabTeam
 
Enrique Paz Cortes
Undergraduate student
Part of the Wet LabTeam
 
Atahualpa Castillo
Undergraduate student
Part of the Wet LabTeam
 
 
 
 
Isaac Rodriguez
Undergraduate student
Part of the Wet LabTeam
 
Minerva Trejo
Undergraduate student
Part of the Wet LabTeam
 
Martin Del Castillo V.
Undergraduate student
Part of the Wet LabTeam
 
Juan Martín Trejo
Undergraduate student in
Electronic and
Communication
Engineering
Sensing software and
Equipment design
Acknowledgments
 
Marcela Ayala Aceves, Ph.D.
Researcher
Advisor in Kinetical Chemistry
 
 
Cynthia
Graduate Student
Advisor in Devices Construction
 
 
Karla Cedano Villavicencio, M. Sc.
Unidad de Difusión y Extensión, UNAM campus Morelos
:
 
Julio Collado Vides, Ph.D and Center for Genomic Sciences
Sponsor
 
 
Luis Fernando Hidalgo, B. Eng and the Instituto Morelense de la Juventud
Sponsor
 
 
Rafael Palacios, Ph.D. and Undergraduate Program in Genomic Sciences
Sponsor
 
 
State Government of Morelos, Mexico
Sponsor
 
 
Manuel Martinez Fernandez
Sponsor
 
 
 
               
Retrieved from "" http://2008.igem.org/Team:LCG-UNAM-Mexico/Team ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
UNIPV-Pavia,2008,Team:UNIPV-Pavia#Team_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:UNIPV-Pavia/Team
From 2008.igem.org
Home
The Team
The Project
Biological Safety
Parts Submitted to the Registry
Dry Lab
Wet Lab
Modeling
Protocols
Activity Notebook
Who we are
Instructors:
Maria Gabriella Cusella:     professor of Anatomy
Paolo Magni:     professor of Bioinformatics
Advisor:
Daniela Galli:     post-doc researcher working on Tissue Engineering
Undergrads:
Lorenzo Pasotti:    Master student in Biomedical Engineering.
Mattia Quattrocelli:    Master student in Molecular Biology
M.G.Cusella
P.Magni
D.Galli
Paso
Mattia
What we did & collaboration with other iGEM 2008 Teams
Paolo Magni and colleagues wanted to introduce Biomedical Engineering students into Synthetic Biology. So, he decided to get some information from Silvio Cavalcanti group (Bologna University), who already worked in this field. At the beginning of 2008 Paolo Magni visited Bologna University labs, located in Cesena, to understand what kind of wet lab resources were necessary to develop a Synthetic Biology project and, discussing with Silvio Cavalcanti and Francesca Ceroni from Bologna group, the iGEM competition seemed to be the right opportunity to start a project. Because Engineering faculty in Pavia had not the required facilities, it was necessary to involve Maria Gabriella Cusella, who leads a Molecular Biology lab in a structure that already worked with Engineering faculty (Center for Tissue Engineering). Then they started selecting students to build up the iGEM team. They chose one Biomedical Engineering master student, Lorenzo Pasotti, one Molecular Biology master student, Mattia Quattrocelli, and a lab advisor, Daniela Galli. In the first weeks of April, Lorenzo trained Mattia about Digital Electronics principles and mathematical modeling. In the meanwhile, Mattia trained Lorenzo about wet lab work. The training included a presentation of all the lab instrumentation, basic Microbiology and Molecular Biology protocols and safety issues. These activities allowed the two students to learn the preliminary skills to start a multidisciplinary collaboration and then they started to get information from literature and from the Registry, to understand what kind of original device they could design. After some weeks they two chose a project and, after some meetings with the other team members, they begun project implementation when Spring 2008 DNA Distribution arrived. The two students worked together in lab to build up and test the designed devices. They also organized periodic meetings with the team instructors to discuss about project progress. Daniela Galli supervised students' wet lab activity and was always ready to help to solve specific biological problems. During our activities, we found very useful to keep in touch with Bologna iGEM Team to share doubts and issues about the work. In particular, several conference calls were organized and two meetings were scheduled in Pisa and Bressanone (Italy). It was fundamental to compare lab protocols and techniques to help each other avoiding mistakes and speeding up project progress. The main topics of our discussion were the optimization of plasmid resuspension and ligation reaction steps as well as how to measure fluorescence. Finally, before DNA Repository quality control publication on the Registry web site, we cross-checked some parts that showed problems after DNA transformation. Problems had been confirmed by quality control results (parts' sequences classified as ""inconsistent""). In particular, we were interested in red light sensor parts (see ""notebook"" section for more information).
Where we're from
Pavia is a town of south-western Lombardy, northern Italy, 35 km south of Milan on the lower Ticino river near its confluence with the Po. It has a population of about 71,000.
Pavia is the capital of a fertile province known for agricultural products including wine, rice, cereals, and dairy products. Some industries located in the suburbs do not disturb the peaceful atmosphere which comes from the preservation of the city's past and the climate of study and meditation associated with its ancient University. The University of Pavia, together with the IUSS (Institute for Advanced Studies of Pavia), the Ghislieri College, the Borromeo College, the Nuovo College, the Santa Caterina College and the EDiSU, belongs to the Pavia Study System.
Pavia University is one of the oldest universities in Europe and the oldest one in Lombardy. Since its foundation in 1361 it has been a good place to study for both Italian and foreign students.
Each year, thousands of students can appreciate the multidisciplinary vocation of our University and the hospitality of its campus, really unique in Italy for the possibility it offers of living and studying in a lively, intellectually challenging environment.
The University of Pavia today:
3 hospitals
9 faculties
15 colleges
20 master degrees
35 libraries
49 departements
54 specialization schools
104 degree couses
310 exchange relationships over the world
1.120 professors
1.600 study grants
4.000 graduated each year
23.000 students
Retrieved from "" http://2008.igem.org/Team:UNIPV-Pavia/Team ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
Prairie_View,2008,Team:Prairie View#Team_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:Prairie View/Team
From 2008.igem.org
Home
The Team
The Project
Parts Submitted to the Registry
Modeling
Notebook
Students:
Elicia Farrar:
(Undergraduate student, Biology)
Aziza Glass:
(Undergraduate student, Biology)
Crisentia Hillebrandt:
(Undergraduate student, Chemical Engineering)
Veniece Kirksey:
(Undergraduate student, Chemical Engineering)
Josh Lilly:
(Undergraduate student, Biology)
Mauricio Ruiz:
(Graduate student, Biology)
Allyson Washington:
(Undergraduate student, Computer and Electrical Engineering Technology)
Advisors:
Raul Cuero:
(Bioengineering)
Michael Gyamerah:
(Chemical Engineer)
Home
The Team
The Project
Parts Submitted to the Registry
Modeling
Notebook
Retrieved from "" http://2008.igem.org/Team:Prairie_View/Team ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
METU_Turkey,2008,Team:METU Turkey#Team_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:METU Turkey/Team
From 2008.igem.org
Contents
1 The Team
2 The Project
3 Our Sponsors
4 METU Turkey
The Team
METU_Turkey team was established by the four undergraduate students a year ago with their own sole efforts. Then size of the team was increased to six. To represent METU in the forthcoming competition our team was established in February,2008. We greatly appreciate former pariticipants of IGEM competition Koray, Milas,Sinem for their efforts in establishment of our team, for their support in the whole project and for their assistance in the administrative problems that we have faced so far. Our current team is composed of sixteen undergraduate students majoring in Molecular Biology and Genetics and Biology. Being member of this large team we are enjoying to have several advantages over other team. Apart from having strong potential to create astounding project, we are learning how to act within the group and how to act as a team.
We would like to thank research assistants Tahir Bayrac, Tufan Oz and Serkan Tuna without whom our project would not work.  As a team, besides participating in the Jamboree, one of our main aims is to increase the awareness towards Synthetic Biology in Turkey. For this, we would also like to thank our sponsors TUBITAK and METIS for their support.
The Project
Light controlled heavy metal carrying E. coli machine
Heavy metals are  natural components of the Earth's crust. They cannot be degraded or destroyed. To a small extent they enter our bodies via food, drinking water and air. As trace elements, some heavy metals (e.g. copper, selenium, zinc) are essential to maintain the metabolism of the human body. However, at higher concentrations they can lead to poisoning. Heavy metal poisoning could result, for instance, from drinking-water contamination (e.g. lead pipes), high ambient air concentrations near emission sources, or intake via the food chain.
We designed a E.coli machine to  control heavy metal concentration in water  by using phototaxis induced tunable carrying system on E.coli membrane.  In our system, there are two light sources. One of them is for the metal source and another is for the destination to where we want to carry metal atoms. And our machines have phototaxis ability. In addition to this, they have metal binding domain in outer surface and bacteriorhodopsin. When we open light at the metal source, they start to move toward source and catch the metal atoms. Then we open the light at the destination while closing the light at the source. So our machines move toward the destination. After the arrival our machines will be exposed to light with specific wavelength to activate bacteriorhodopsin leading to small local pH changing at the outer surface. This pH changing causes the release of metal atoms from the metal binding domain. Eventually, system starts from the beginning and so on.
Our Sponsors
We would like to thank our sponsor,Metis. Metis Biotechnology
Home
The Team
The Project
Parts Submitted to the Registry
Modeling
Notebook
METU Turkey
INSTRUCTORS:
Mahinur AKKAYA
Sreeparna BANERJEE
ADVISORS:
A. Tahir BAYRAC
M. Tufan OZ
Serkan TUNA
GRADUATES:
Koray KIRLI
Sinem SAKA
Milas UGUR
UNDERGRADUATES:
Bekir ALTAS
Zerrin UZUM
H. Alper DOM
Samir KARACA
Halenur YAVUZ
Isil TEKELI
Bahtiyar KURTULUS
Ibrahim SERTDEMIR
Burak YILMAZ
Fikret AGIRCAN
Nurlanbek DUISHOEV
Melike YUKSEL
Retrieved from "" http://2008.igem.org/Team:METU_Turkey/Team ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
Caltech,2008,Team:Caltech#Team_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:Caltech/Team
From 2008.igem.org
This is a template page. READ THESE INSTRUCTIONS.
You are provided with this team page template with which to start the iGEM season.  You may choose to personalize it to fit your team but keep the same ""look."" Or you may choose to take your team wiki to a different level and design your own wiki.  You can find some examples HERE .
You MUST have a team description page, a project abstract, a complete project description, and a lab notebook.  PLEASE keep all of your pages within your Team:Example namespace.
You can write a background of your team here.  Give us a background of your team, the members, etc.  Or tell us more about something of your choosing.
Tell us more about your project.  Give us background.  Use this is the abstract of your project.  Be descriptive but concise (1-2 paragraphs)
Your team picture
Team Example 2
Home
The Team
The Project
Parts Submitted to the Registry
Modeling
Notebook
(Or you can choose different headings.  But you must have a team page, a project page, and a notebook page.)
Who we are
Advisors:
Advisor 1:     Mentor for all
Advisor 2:      Our favorite
Grad Student 1:     Our leader
Undergrads:
Student 1:    Sleepyhead
Student 2:    Math nerd
Student 3:  Is going to save the world
Student 4:    Loves iGEM
Team member 1
Team member 2
Team member 3
Team member 4
Team member 5
What we did
(Provide proper attribution for all work)
Where we're from
Retrieved from "" http://2008.igem.org/Team:Caltech/Team ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
Caltech,2008,Team:Caltech#Members_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:Caltech/Members
From 2008.igem.org
 
iGEM 2008
 
Home
People
Project Details
Protocols
Completed Systems
Biosafety
Support
Team Members
From left: Josh, Doug, Fei, Victoria, Allen, Robert, Chase, Christina
Students
Fei Chen
Victoria Hsiao
Allen Lin
Robert Ovadia
Doug Tischer
Advisors
Faculty
Christina Smolke
Grad Students
Josh Michener
Chase Beisel
Retrieved from "" http://2008.igem.org/Team:Caltech/Members ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
UCSF,2008,Team:UCSF#Team_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:UCSF/Team
From 2008.igem.org
Our team is composed of six high school students and three undergrads. The high school students - Cathy, Jacinto, Leeza, Ryan, Tiffany and Willis - are from Lincoln High School in San Francisco. The undergraduate students, Alex and Jimmy, are from San Jose State and UC Davis in California, respectively, and Andrej from University of Ljubljana in Slovenia.
Team Members
High School students:
Student: Cathy Liu
Student: Jacinto Chen
Student: Leeza Sergeeva
Student: Ryan Quan
Student: Tiffany Saw
Student: Willis Wong
Undergrads:
Student: Alexander Ng
Student: Jimmy Huang
International Undergrad:
Student: Andrej Ondracka
Buddies:
Sponsor: Wendell Lim
Sponsor: Hana El-Samad
Scientific Director/Super Buddy: Andrew Horwitz
Project Coordinator/Super Buddy: Nili Sommovilla
Education Development: Raquel Gomes
ISME Fellow:: Elsie Ovrahim
Buddy: Angi Chau
Buddy: Bassem Al-Sady
Buddy: Ben Rhau
Buddy: Cihan Oguz
Buddy: Daniele Canzio
Buddy: David Pincus
Buddy: Jacob Stewart-Ornstein
Buddy: Noah Helman
Buddy: Reid Williams
Buddy: Xili Liu
International Buddy: Lingli Jiang
International Buddy: Dan Lu
What we did
For iGEM 2008, we spent the summer adapting heterochromatin/silencing as a novel controller for gene expression in synthetic biology. The idea to work in the area of heterochromatin arose in early 2008 as part of discussions between the Lim lab and George Cachianes (Lincoln High School biotech program director), who had introduced his students to epigenetics earlier in the year. Andrew and Nili (Lim Lab) met with the participating Lincoln High students several times in April and May to discuss epigenetics, brainstorm project ideas, and get the students started on an after-school “pre-project”, investigating whether over-expression of a panel of chromatin-related genes might enhance our ability to silence transgenic loci (it does, see our project page!).
In several group discussions at the beginning of the summer, we identified a range of synthetic biology goals that might benefit from the use of heterochromatin/silencing. The concept of a “yeast immune system” arose in these discussions—essentially, yeast engineered to differentiate at the epigenetic level in response to detection of a pathogen. We then spent the rest of the summer working up and characterizing the parts that would be necessary to build it (3 months goes fast)! Thus, yeast will have to remain immune-compromised a little while longer…
Who did it?
As part of his postdoctoral work studying feedback at the level of the histone tail, Andrew Horwitz established the original LexA-Sir2/LexA operators system.
All other work was completed by the students, with mentorship and technical advice from their buddies:
During their pre-project in May/June, the Lincoln High School Students, under the supervision of George Cachianes, cloned a panel of chromatin-related genes into yeast over-expression vectors and identified Sir3 and Ssn8 as factors that were limiting for silencing. This was later used to “push” weakly silenced bits, expanding the range of promoters that could be silenced.
Willis Wong (Inputs group) explored alternative inputs for the induction of silencing, including GPCR-mediated signaling and light inducible dimerization.
Alex Ng and Ryan Quan (Silencing Group) investigated the relationship between promoter strength and silencing by generating a “matrix” of yeast strains with variations on the basic silencing bit. This work defined the range of promoters that can be used for synthetic silencing of a given target promoter. They also demonstrated that silencing is dominant over moderate transcriptional activators.
Jimmy Huang cloned and tested the regional silencing constructs, and also worked on feedback mechanisms to “lock in” silencing.
Leeza Sergeeva and Tiffany Saw, of the Antisilencing Group, worked on developing ways to un-silence a gene. Leeza also helped with the modeling effort and tested the Shuttle vector system by converting a few candidate AarI parts into BioBricks.
As part of the Outputs group, Jacinto Chen and Cathy Liu worked on silencing alternative genes (e.g. filamentation mediators, antimicrobial peptide genes).
Jacinto Chen also characterized the distance dependence of silencing and is working on identifying sequence elements that enhance (protosilencers) or limit (boundary elements) the spread of heterochromatin.
Andrej Ondracka worked on the modeling project with Angi Chau, Cihan Oguz, and Hana El-Samad. In the lab, Andrej constructed and tested alternative DNA binding domain/operator pairs (e.g. Tet repressor fusion targeted to Tet operators, LacI fusion to Lac operators etc) to facilitate the construction of a heterochromatin-based toggle switch. Andrej also designed a shuttle vector for conversion of AarI parts into the BioBrick format.
Dan Lu conducted the cooperativity/timecourse experiments using a dual-fluor strain constructed by Alex Ng.
The presentation was designed by the presenters, Andrej, Cathy and Tiffany, with help from Raquel Gomes, Andrew Horwitz and Wendell Lim.
All team members contributed to building the wiki, which was coordinated by Raquel Gomes.
Many thanks to Arsenia deGuzman, who maintained media stocks, glassware and other necessities.
Home
The Team
The Project
Parts Submitted to the Registry
Modeling
Human Practices
Notebooks
Retrieved from "" http://2008.igem.org/Team:UCSF/Team ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
