team,year,page,chunk
Kent,2014,Team:Kent#teamprofile_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:Kent/teamprofile
From 2014.igem.org
Univeristy of Kent iGEM
 
 
Instructors:
Dr Mark Shepherd
Lecturer in Microbial Biochemistry
Dr Wei-Feng Xue
Senior Lecturer in Chemical Biology
Dr Mark Wass
Lecturer in Computational Biology
Dr Gianluca Marcelli
Lecturer in Engineering
Advisors:
Morena Pappalardo
Lee Mun Ching
Ben Blakeman
Attributions
The Kent team designed this project based on terpenoid synthase sequences reported in. We have also produced one novel biobrick that contained the terpenoid producing enzyme R-linalool synthase. We have also explored the roles and impact of Synthetic Biology in society by investigating its relationships with industry, political establishments and the general public. We engaged with British MPs by submitting a POST note about the use of Synthetic Biology to produce fragrance compounds. We developed interaction with industrial partner to devise a scale-up strategy that can be accepted by the public. Finally, we have assessed opinions of our project by collecting feedback from the public. We hope that the work we have done throughout our project will lead to future work to improve the use of synthetic biology in industry and have a positive impact on the environment. We would like to thank everyone above, the iGEM foundation, the University of Kent and our project supervisors who has made this project possible, as well as our sponsors, The University of Kent , The Biochemical Society, Society for general microbiology, Wellcome trust, BBSRC and Givaudan
 
 
 
Retrieved from "" http://2014.igem.org/Team:Kent/teamprofile ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
Kent,2014,Team:Kent#Team_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:Kent/Team
From 2014.igem.org
WELCOME TO iGEM 2014!
Your team has been approved and you are ready to start the iGEM season!
On this page you can document your project, introduce your team members, document your progress
and share your iGEM experience with the rest of the world!
Click here  to edit this page!
Home
Team
Official Team Profile
Project
Parts
Modeling
Notebook
Safety
Attributions
Team Information
Upload pictures of your team!
You can write a background of your team here. Give us a background of your team, the members, etc. Or tell us more about something of your choosing.
You can look at what other teams did to get some inspiration! Here are a few examples:
2013 Evry
2013 Cornell
2013 UANL Mty-Mexico
2013 Korea U Seoul
We provide a server where you can upload images for your wiki!
Add pictures of your team members, advisors, instructors, lab, institution and everything you wish to show!
Click here to upload!
Tips for the Team Page
What should this page contain?
Include pictures of your teammates, don’t forget instructors and advisors!
You can add a small biography or a few words from each team member, tell us what you like, and what motivates to participate in iGEM.
Take team pictures! Show us your school, your lab and little bit of your city.
Remember that image galleries can help you showcase many pictures while saving space
Retrieved from "" http://2014.igem.org/Team:Kent/Team ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
Kent,2014,Team:Kent#Attributions_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:Kent/Attributions
From 2014.igem.org
WELCOME TO iGEM 2014!
Your team has been approved and you are ready to start the iGEM season!
On this page you can document your project, introduce your team members, document your progress
and share your iGEM experience with the rest of the world!
Click here  to edit this page!
Home
Team
Official Team Profile
Project
Parts
Modeling
Notebook
Safety
Attributions
iGEM Team attributions page
Each team must clearly attribute work done by the student team members on this page.  The team must distinguish work done by the students from work done by others, including the host labs, advisors, instructors, and individuals not on the team roster.
Why do we have this requirement?
Attribution Template
We have this requirement to help the judges know what you did yourselves and what you had help with. We don't mind if you get help with difficult or complex techniques, just be sure to report the work your team did and the work that was done by others.
For example, you might choose to work with an animal model during your project. Working with animals requires getting a license and applying far in advance to conduct certain experiments in many countries. This is something that is difficult to achieve during the course of a summer, but much easier if you can work with a postdoc or PI who has the right licenses.
A great example of complete attribution comes from the Imperial College London 2011 team (scroll down to the bottom of their team page to see attributions).
Here are some of the fields we recommend you have on this page. If there are other areas not listed below, but applicable to your team/project, please feel free to also list them on your attributions page. Please feel free to remove any areas not applicable to your project.
General Support
Project support and advice
Fundraising help and advice
Lab support
Difficult technique support
Project advisor support
Wiki support
Presentation coaching
Policy & Practices support
Thanks and acknowledgements for all other people involved in helping make a successful iGEM team.
Retrieved from "" http://2014.igem.org/Team:Kent/Attributions ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
Minnesota,2014,Team:Minnesota#Attributions_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:Minnesota/Attributions
From 2014.igem.org
WELCOME TO iGEM 2014!
Your team has been approved and you are ready to start the iGEM season!
On this page you can document your project, introduce your team members, document your progress
and share your iGEM experience with the rest of the world!
Click here  to edit this page!
Home
Team
Official Team Profile
Project
Parts
Modeling
Notebook
Safety
Attributions
iGEM Team attributions page
Each team must clearly attribute work done by the student team members on this page.  The team must distinguish work done by the students from work done by others, including the host labs, advisors, instructors, and individuals not on the team roster.
Why do we have this requirement?
Attribution Template
We have this requirement to help the judges know what you did yourselves and what you had help with. We don't mind if you get help with difficult or complex techniques, just be sure to report the work your team did and the work that was done by others.
For example, you might choose to work with an animal model during your project. Working with animals requires getting a license and applying far in advance to conduct certain experiments in many countries. This is something that is difficult to achieve during the course of a summer, but much easier if you can work with a postdoc or PI who has the right licenses.
A great example of complete attribution comes from the Imperial College London 2011 team (scroll down to the bottom of their team page to see attributions).
Here are some of the fields we recommend you have on this page. If there are other areas not listed below, but applicable to your team/project, please feel free to also list them on your attributions page. Please feel free to remove any areas not applicable to your project.
General Support
Project support and advice
Fundraising help and advice
Lab support
Difficult technique support
Project advisor support
Wiki support
Presentation coaching
Policy & Practices support
Thanks and acknowledgements for all other people involved in helping make a successful iGEM team.
Retrieved from "" http://2014.igem.org/Team:Minnesota/Attributions ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
Minnesota,2014,Team:Minnesota#Team_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:Minnesota/Team
From 2014.igem.org
WELCOME TO iGEM 2014!
Your team has been approved and you are ready to start the iGEM season!
On this page you can document your project, introduce your team members, document your progress
and share your iGEM experience with the rest of the world!
Click here  to edit this page!
Home
Team
Official Team Profile
Project
Parts
Modeling
Notebook
Safety
Attributions
Team Information
Upload pictures of your team!
You can write a background of your team here. Give us a background of your team, the members, etc. Or tell us more about something of your choosing.
You can look at what other teams did to get some inspiration! Here are a few examples:
2013 Evry
2013 Cornell
2013 UANL Mty-Mexico
2013 Korea U Seoul
We provide a server where you can upload images for your wiki!
Add pictures of your team members, advisors, instructors, lab, institution and everything you wish to show!
Click here to upload!
Tips for the Team Page
What should this page contain?
Include pictures of your teammates, don’t forget instructors and advisors!
You can add a small biography or a few words from each team member, tell us what you like, and what motivates to participate in iGEM.
Take team pictures! Show us your school, your lab and little bit of your city.
Remember that image galleries can help you showcase many pictures while saving space
Retrieved from "" http://2014.igem.org/Team:Minnesota/Team ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
BYU_Provo,2014,Team:BYU Provo#Team_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:BYU Provo/Team
From 2014.igem.org
BYU 2014 Team
Click here  to edit this page!
Home
Team
Official Team Profile
Project
Parts
Modeling
Notebook
Safety
Attributions
Mike Abboud
Mike Abboud was born in the year of the Horse and hails from St. George, Utah.  He has a love of foreign movies, lo-fi punk-folk music, and 16-bit video games.  He intends to be a recipient of a Bachelors Degree in Chemical Engineering in December if all goes well.  He hopes to work in the Biomedical industy designing medical devices to make people feel better.
Jordan Berg
The Abridged Biography of Jordan Alexandrius Berg by his omnipotent, coconut-wielding troubadour squire:
A long time ago, in a galaxy surprisingly close to you, occurred the birth and humble beginnings of Jordan Alexandrius Berg on the western shores of the United States. His journeyings eventually brought him to the fair shores of the east coast to his lush, forested home of Georgia. But suddenly his quest brought him to the white mountains of the BYU Provo area where he would learn how to be a grandmaster molecular biologist. Aside from his main objective, that of mastering the art of molecular biology, he enjoyed various side quests such as running, pot smashing, rupee collecting, marathoning, hiking, dragon riding, phage hunting, camping, deep-space exploration, general adventuring and trinket collecting, music producing, and the list continues... His deep fascination with the mysteries of the galaxy and string theory have caused great constant mental duress, but all this is subdued once a mutagenesis has worked out for the best. His love for and bafflement by the universe in which we live is only one of the infinitude of reasons Jordan Alexandrius decided to participate in iGEM. 'Twas but a single step further in his insatiable quest for knowledge. (It should be noted that this paragraph has been written in Georgia font in honor of his homeland.)
""That's his secret, Captain. He's always in the lab."" -Dr. Bruce Banner to Captain America
Christian Boekweg
Christian is a Genetics and Biotechnology Major pursuing a career in medicine. He loves travel, playing the cello, competitive sports, and cheering for BYU Football.
Garrett Jensen
Garrett is most known for his absurd love of running, curly hair, and is known as the guy who lives in room 2129 of the Life Science Building. He is from a small town in Arizona, hates all forms of winter, snow, ice, and cold things in general, and did I mention he likes to run. His study of microbiology has brought him to this point in his research career where he has studied, along with teammates Mike and Mike, the wonderful world of CRISPRs. Unfortunately Garrett has no coconut-wielding troubadour squire as did Jordan Alexadrius Berg to write his autobiography for him, so he had to write it himself.
Bri Keele
The Beatles have taught the world that there is nothing you can do that can’t be done. Adopted as her mantra, Bri is constantly on the move. As a science-loving, festy-loving, traveling, art-creating, tattoo-enthusiast, Bri finds the time to devote to her two main passions: environmental microbiology and eating. Intrinsically integrated, you can find her in deep conversation at farmers markets talking pesticide use with vendors or with her hands covered in the soil of her own garden. Bri firmly believes in altruism, the healing power of music and art, and that laughter is always the best medicine.
Mike Linzey
I don't really know how I ended up here at iGEM...I am a Neuroscience Major, not Molecular or Microbiology. However  it happened, I have loved learning more about Synthetic Biology. Just a little bit about myself, I am from a small town in Massachusetts which I believe is the greatest state in the Country! I am a junior at BYU and as I said before I am studying Neuroscience with the hope of going on to graduate school to study drug development. I guess my greatest hope in life is become a drug dealer...but the good kind of drugs. I have had the opportunity to work with some great guys, Garrett and Mike Abboud, to try and get a CRISPR system to work. It has been a challenge but we are getting closer and closer to getting it to work.
Jared McOmber
Wildlife enthusiast, hope-to-be author, artist, guitarist, and physician, Jared's list of things to do is almost as tall as he is. Which, for the curious, is a whopping height of 6 feet and 6 inches. Somehow, stooping over lab benches to set up PCR reactions, enzyme digestions, ligations, and plating bacterial cells made it's way on that list. His favorite activity is climbing into another world with his imagination, using whatever medium he can get his hands on, be it books, video games, tv shows, cartoons, anything with a well-written plot will do. He is in his third year of higher education, majoring in Molecular Biology, but during his undergraduate education has experimented with computer science, accounting, even art!
Mark Murdock
Mark studied Genetics and Biotechnology at BYU and is now getting his PhD in Cellular and Molecular Pathology at the University of Pittsburgh. He hates the signaling unit that his class is in right now and has a take-home exam this weekend which will take up way more time than it should. His dream job would be to catch lobsters for a living (assuming that would make enough money for him to do stem cell research in his garage).
Julie Roberts
Julie Roberts whose aliases include Julia Roberts, Jules, and Killa Joules is a Utah native, specifically from South Salt Lake City. The city is what she claims inspired and refined her rap and dance skills. Also she believes that her unique experiences and background give her authority as an amateur moustache critic. Apart from rapping, dancing, and critiquing moustaches, Julie also enjoys (yep, that's right enjoys) running, completing her second marathon this year. While her interests seem wide and varied, ultimately it is the sciences have captured her heart. As a returning member to the BYU iGEM team, her love of synthetic biology is apparent. She was able to participate with the 2011 team on the project, E.colinosopy, a project based in E.coli for early detection of colon cancer. In addition to being and iGEMmer, Julie is also an expert in C.elegans worm husbandry. She is currently working on a project under the direction of Dr. Steve Johnson, in the molecular biology department at BYU, which seeks to understand the role that single nucleotide polymorphisms play in the positioning of nucleosomes. Her experiences on the iGEM team, and her participation in undergraduate research are what have fueled her plans to pursue graduate work in synthetic biology.
Tanner Robinson
Tanner LOVES the Bachelor.  When he's not taking luxurious bubble baths you can catch him watching reruns of it on ABC.  That is, if he's not doing some sort of studying or training for a triathlon.  This guy is the real deal when it comes to synthetic biology.  Just by looking at a bacteria, he can make any genetic modifications he wants.  Of course this wouldn't be fair for the iGEM competition, so he did it the old fashioned way this time.  Hailing from Spokane, WA, he takes the life head on and WINS.
Cameron Sargent
A sneak peak at the manuscript from the biography of Cameron Sargent, the latest work of Dr. Seuss (coming soon to bookstores worldwide):
Cameron likes syn-bio, but that is not all. He likes to play sports, sports like basketball.
He likes playing football and lifting weights too, in his free time that’s what he will do.
He’s traveled afar to places so cool you’d read about them in your textbooks at school.
He loves being an uncle and spending his time tucking nieces and nephews in at bedtime.
Cameron likes syn-bio, yes sir that is true. He likes to think of the things it can do.
Can it clean messes up? Can it strengthen your chair? Can it make things grow back, like an old bald man’s hair?
Can it do all these things and many things more? Cameron thinks so. Cameron thinks it’s a door.
But where does it lead when that door you go through? Let BYU’s iGEM project show you.
Cam Zenger
Cameron Zenger, also known as the better Cameron on the BYU Provo iGEM team, heralds from both Boston and New York City, depending on who’s asking. He grew up in Boston however, so is a lifelong Red Sox, Celtics, and Patriots fan. He attended Roxbury Latin (The One True School). He is a Microbiology major who is planning on Medical School. Other interests include skiing, Tanner’s personal life, and N. multiformis.
Killa Joules (KJ)
World renowned rapper Killa ""Killa"" Joules came to BYU late last autumn seeking haven from a ravenous fan base.  KJ appreciates the peace and quiet found at BYU, she states ""In my past life I would already be hip deep in provocative lyrics and lewd innuendos but thanks to BYU and its honor code I'm kept safe from such thingz"". Killa Joules credits iGEM as a great source of strength in her path to reformation. ""With out iGEM keepin' me off the streets who knows what I would be doing! Luckily I haven't had time to do anything outside the lab, not even my homework, haha!  iGEM is the best :)"" Killa Joules hits include: ""Ballin in da lab"", ""LSBallin out of control"", ""Cootiez for Days"" and ""Dezi Don't Know"".
Advisors
Dr. Julianne Grose, Microbiology & Molecular Biology Department
Julianne Grose is an assistant professor in the Department of Molecular Biology and Microbiology.  She earned a PhD in the Department of Biology at the University of Utah, in the lab of the Distinguished Professor John Roth, a member of the National Academy of Sciences.  Prior to coming to BYU she was a Postdoctoral Research Fellow in the lab of Jared Rutter as well as a Research Scientist for BioEnergenix, a small pharmaceutical company.  Her studies have focused on the regulation of glucose metabolism in the yeast S. cerevisiae.
Paul ""Skip"" Price, Microbiology & Molecular Biology Department
Paul “Skip” Price is an postdoctoral fellow in the laboratory of Joel Griffitts in the Molecular Biology and Microbiology Department. He earned a PhD from Washington University in St. Louis (with a stop at UNC-Chapel Hill) in the lab of Bill Goldman, chair of the Microbiology and Immunology Department. His graduate studies focused on the molecular determinants involved in the progression of primary pneumonic plague. His interests in  host-microbial interactions has lead him to BYU where he is using natural variation to examine late-stage compatibility in legume-rhizobia symbiosis.
Desi DeMille
PhD candidate in the Microbiology & Molecular Biology Department.  My studies focus on understanding how cells sense their surrounding nutrient environment and partition resources accordingly to maintain proper metabolic homeostasis. Additionally, I have found great day-to-day application of my science/recipe-following skills in my cookie making and would frequently use these skills to my advantage in bribing the team to do work when they found themselves amidst a sullen week.
Retrieved from "" http://2014.igem.org/Team:BYU_Provo/Team ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
BYU_Provo,2014,Team:BYU Provo#Attributions_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:BYU Provo/Attributions
From 2014.igem.org
BYU 2014 Team Attributions
Click here  to edit this page!
Home
Team
Official Team Profile
Project
Parts
Modeling
Notebook
Safety
Attributions
The 2014 BYU Provo iGEM team is made up of 11 students.
All were involved in planning, organization, and the implementation of our research for our project.
We would like to thank the following groups and individuals...
General Support:
Dr. Julianne Grose for offering mentoring, advice, and making iGEM possible for us
Desi DeMille, who helped us with day-to-day lab questions and techniques, as well as keeping track of our work
Skip Price, for bringing his technical expertise and knowledge to the team
Project Support:
For helping fund our project:
Brigham Young University Department of Microbiology and Molecular Biology
Brigham Young University Department of Neuroscience
Brigham Young University Department of Chemical Engineering in the Ira A. Fulton College of Engineering and Technology
The BYU Center for Teaching and Learning which provided a generous grant to help cover our lab expenses
Auxotrophy:
Dr. Bill McCleary for advice on optimizing the SOE-ing PCR for serine auxotrophy
Biofilm:
Ananda Shankar Bhattacharjee with the Goel Lab at the University of Utah, who provided us with the N. multiformis chassis for our project
The Silver Creek Water Reclamation Facility for providing us with samples of their biofilm, as well as demonstrating the process of water reclamation
CRISPR:
Rodolphe Barrangou Lab at the Universite Catholique De Louvain, which provided us with S. thermophilus LMD-s sample from which we obtained the CRISPR
Metabolism:
Dr. Stephen Lory from Harvard University for providing us with P. aeruginosa PAO1 stock
Dr. Herb E. Schellhorn at McCaster University for providing denitrifying E. coli
Volker Morath for sending erythromycin plasmids when we were in desperate need
Wiki support:
A huge thank you to Jordan Berg, Jared McOmber, and Cameron Sargent for helping the rest of the computer-illiterate team to make our wiki work!
Retrieved from "" http://2014.igem.org/Team:BYU_Provo/Attributions ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
UI-Indonesia,2014,Team:UI-Indonesia#Team#IHVCB-UI_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:UI-Indonesia/Team/IHVCB-UI
From 2014.igem.org
Home
Project
Background
Approach & Overview
Hunting
Biofilm Degrading
Killing
Parts
BioBricks
Characterization & Results
Human Practice
Movie
SynBio Shout Out
Expert Talking
Achievements
Medal Check
Collaboration
Log Book
Lab Diary
Protocol
Safety
References
Team
Profile
Universitas Indonesia
IHVCB-UI
Sponsors
Attributions
Institute of Human Virology and Cancer Biology Universitas Indonesia
Institute of Human Virology and Cancer Biology Universitas Indonesia (IHVCB-UI) is one of the few laboratory equipped with biosafety level 3 equipment in Indonesia. Maintained as one of the best and one of the center for diagnostic and study of Human Immunodeficiency Virus that has mutated and resistant from drugs (multiple drug or even extreme drug resistance) in Indonesia, has teached us a lot of things about biosafety and biosecurity.
The lab which located on the eight floor of IASTH building, Salemba 4, Central Jakarta, also focuses on education by accepting undergraduates, master, and even postgraduates students to study inside. The lab itself held together by a strong bond of friendship, under the guidance of dr. R. Fera Ibrahim, M.Sc., Ph.D., Sp.MK.
Retrieved from "" http://2014.igem.org/Team:UI-Indonesia/Team/IHVCB-UI ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
UI-Indonesia,2014,Team:UI-Indonesia#Team_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:UI-Indonesia/Team
From 2014.igem.org
WELCOME TO iGEM 2014!
Your team has been approved and you are ready to start the iGEM season!
On this page you can document your project, introduce your team members, document your progress
and share your iGEM experience with the rest of the world!
Click here  to edit this page!
Home
Team
Official Team Profile
Project
Parts
Modeling
Notebook
Safety
Attributions
Team Information
Upload pictures of your team!
You can write a background of your team here. Give us a background of your team, the members, etc. Or tell us more about something of your choosing.
You can look at what other teams did to get some inspiration! Here are a few examples:
2013 Evry
2013 Cornell
2013 UANL Mty-Mexico
2013 Korea U Seoul
We provide a server where you can upload images for your wiki!
Add pictures of your team members, advisors, instructors, lab, institution and everything you wish to show!
Click here to upload!
Tips for the Team Page
What should this page contain?
Include pictures of your teammates, don’t forget instructors and advisors!
You can add a small biography or a few words from each team member, tell us what you like, and what motivates to participate in iGEM.
Take team pictures! Show us your school, your lab and little bit of your city.
Remember that image galleries can help you showcase many pictures while saving space
Retrieved from "" http://2014.igem.org/Team:UI-Indonesia/Team ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
UI-Indonesia,2014,Team:UI-Indonesia#Team#Profile_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:UI-Indonesia/Team/Profile
From 2014.igem.org
Home
Project
Background
Approach & Overview
Hunting
Biofilm Degrading
Killing
Parts
BioBricks
Characterization & Results
Human Practice
Movie
SynBio Shout Out
Expert Talking
Achievements
Medal Check
Collaboration
Log Book
Lab Diary
Protocol
Safety
References
Team
Profile
Universitas Indonesia
IHVCB-UI
Sponsors
Attributions
Team Profile
Siska Yuliana Sari – Biology
Siska or usually called “the boss”, is the one that has fire in her heart, and the true deadliner.
Anggoro Wiseso – Bioprocess Engineering
Goro is called “the wise”. He’s the most diplomatic person in the team, but unfortunately his jokes never works... He is a multitasking guy!
Etri Dian Kamila – Bioprocess Engineering
Etri is called the “artist”. Our team’s art and design is in her hand. All of  her touch on everything will be so artistic.
Diana Christina – Bioprocess Engineering
Diana is called “the keeper”. She keep all the important things in our team. The logbook of our project and the money  is in her pocket.
Vanessa Geraldine – Chemical Engineering
Nessa is called the “high quality single”. Nessa is a very multitalent girl! She’s in charge of the funding & HP, and increase our savings.
Gede Yuda Sugiarta – Faculty of Medicine
Yuda is so called the “lab maniac”.  His hobby is playing with Vibrio cholerae, Escherichia coli, and friends. He likes ‘cimut’.
Robby Hertanto - Faculty of Medicine
Robby is called “genius and the rotten”. Robby knows all about everything. He is childish, too, sometimes.
Anasthasia Devina Sutedja - Faculty of Medicine
Anas is called “childish”. She often escape from the reality. She loves to talk.
Our Instructors
Dr. Drs. Abinawanto, M.Si
Dr. Muhamad Sahlan, S.Si., M.Eng
Dr.dr. Budiman Bela, Sp.MK(K)
drg. Endang Winiati Bachtiar, M.Biomed., Ph.D
Our Lab Advisors
Nada Fithria, S.Si
drh. Yulianty, M.Biomed
Our Advisors
Dwiantari Satyapertiwi
Taufik Abdullah
Muhammad Hanifi
Mohammad Teguh Gumelar
Retrieved from "" http://2014.igem.org/Team:UI-Indonesia/Team/Profile ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
